,Destination latitude( deg N ),Destination longitudes( deg E ),Distance,Fare,Starting latitude( deg N),Starting longitude( deg E ),Timestamp,Total luggage weight,Traffic stuck time,Vehicle type,Wait time
5147,12.906186,80.241379,10,108.24,12.966586,80.243868,2015-11-03 22:53:03,18.0,6,taxi non Ac,3.0
5148,12.894861,77.490425,38,34.18,12.897327,77.718854,2016-10-17 08:55:19,,71,metro,
5149,13.021721,77.514967,43,38.38,13.067359,77.663687,2015-01-21 20:07:11,,69,ac bus,
5150,13.092575,77.65958,45,39.46,12.868314,77.574674,2015-04-27 18:48:23,,53,Ac Bus,
5151,13.026468,77.611922,38,51.91,13.122804,77.591991,2015-08-17 18:42:58,,45,Ac Bus,
5152,28.576533,77.024183,34,909.7,28.604515,77.057455,2015-08-01 03:58:37,4.0,12,taxi ac,2.0
5153,19.205433,72.843937,17,348.8,19.11615,72.847729,2015-11-20 15:36:35,21.0,29,taxi ac,2.0
5154,28.587334,77.180971,32,57.76,28.654982,76.974548,2015-09-22 01:12:37,,60,Metro,
5155,22.648858,88.419887,9,102.86,22.703833,88.439401,2015-10-07 01:03:36,,15,Auto rickshaw,
5156,19.160943,72.864705,25,548.24,19.088415,72.863409,2016-06-20 03:20:57,7.0,11,taxi ac,15.0
5157,22.697775,88.402786,39,44.83,22.493511,88.420107,2016-11-19 05:52:48,,41,bus,
5158,12.944105,80.178365,30,39.18,12.96328,80.150473,2016-06-09 01:09:46,,56,Mini bus,
5159,13.013713,80.194204,39,405.6,13.065078,80.164146,2015-03-14 15:29:36,21.0,67,Taxi non ac,14.0
5160,19.086289,72.85864,31,516.0,19.071507,72.88092,2015-03-09 17:32:04,19.0,31,taxi Non ac,2.0
5161,25.322372,83.011244,17,376.67,25.283439,83.019901,2016-07-02 13:44:32,11.0,32,taxi Non Ac,15.0
5162,13.1719,80.233454,14,36.8,13.059187,80.211993,2015-01-13 01:43:11,,18,AC Bus,
5163,25.303429,83.0062,32,480.0,25.275149,83.024031,2016-06-22 10:06:52,,33,Auto rickshaw,
5164,19.137553,72.836088,29,563.2,19.236213,72.851701,2016-04-14 17:45:15,20.0,5,taxi ac,6.0
5165,13.02443,77.705659,31,31.68,12.932522,77.637785,2016-04-20 14:19:42,,42,Bus,
5166,25.317445,82.980673,39,826.67,25.350313,82.964387,2015-10-19 19:30:55,8.0,44,Taxi non Ac,15.0
5167,22.667912,88.43331,33,35.58,22.66281,88.388406,2015-07-08 23:33:33,,57,metro,
5168,12.930061,80.18197,36,44.61,12.994583,80.145392,2015-03-10 11:09:45,,39,mini Bus,
5169,12.869227,77.623446,23,813.0,12.98368,77.670726,2015-08-06 20:40:37,12.0,24,taxi non ac,14.0
5170,12.882641,80.180065,48,26.61,12.97843,80.23523,2016-11-03 03:05:53,,32,Bus,
5171,25.287499,83.015956,17,226.67,25.386075,83.012512,2015-05-18 15:28:11,,29,AUTO RICKSHAW,
5172,13.040866,80.151584,27,36.46,13.087784,80.177396,2016-09-28 03:49:30,,43,mini bus,
5173,12.994121,77.552016,38,516.12,12.989126,77.646221,2016-02-08 21:57:43,7.0,6,taxi ac,5.0
5174,13.111329,77.468998,34,45.47,13.115577,77.665522,2015-12-20 23:00:15,,48,Mini bus,
5175,13.060315,77.537007,46,36.83,13.024779,77.62606,2016-11-18 06:01:10,,60,metro,
5176,28.627143,77.193061,39,68.57,28.680573,77.069225,2016-06-22 16:31:17,,24,metro,
5177,13.177747,80.178572,24,36.16,13.095834,80.186059,2016-02-11 13:20:49,,46,AC bus,
5178,28.610604,77.071502,43,51.05,28.694206,77.203256,2015-02-02 03:53:43,,82,Bus,
5179,13.198914,80.180502,49,34.05,13.191423,80.138455,2016-06-09 03:03:11,,73,Mini bus,
5180,12.955961,80.183184,30,216.0,13.192152,80.209394,2016-12-06 17:22:57,,49,auto rickshaw,
5181,12.913155,80.238752,34,42.8,13.130156,80.153495,2015-11-26 07:02:03,,22,Mini Bus,
5182,25.266731,83.018836,11,43.89,25.321132,82.975515,2016-05-24 08:23:25,,20,Bus,
5183,25.373726,82.999442,47,1230.98,25.300586,83.009736,2016-11-21 05:00:41,,83,AUTO RICKSHAW,
5184,22.457115,88.388701,30,32.8,22.54916,88.417576,2015-03-03 10:26:52,,17,Metro,
5185,13.03536,80.145467,38,434.28,13.142179,80.135029,2015-01-15 23:08:25,24.0,66,taxi non Ac,12.0
5186,22.733719,88.379372,14,235.62,22.722251,88.393588,2016-09-09 00:38:29,3.0,21,Taxi AC,3.0
5187,28.754106,77.011304,36,98.0,28.748201,77.146493,2016-09-24 11:32:40,,23,AC Bus,
5188,28.617918,76.995623,5,16.67,28.614305,76.962668,2015-08-19 03:35:39,,9,metro,
5189,19.182242,72.866508,49,61.11,19.196388,72.837631,2015-10-26 09:04:37,,61,Metro,
5190,12.920443,80.237679,40,50.67,13.202529,80.201344,2016-10-24 05:09:31,,44,Ac Bus,
5191,22.489438,88.437585,37,59.93,22.475573,88.439087,2016-12-04 03:22:48,,42,ac bus,
5192,25.375611,82.99433,41,73.16,25.267079,82.997052,2015-12-28 11:46:10,,18,AC bus,
5193,12.922876,77.711469,40,571.1,12.98848,77.462058,2015-07-05 07:08:29,19.0,50,Taxi AC,11.0
5194,22.697952,88.413427,46,40.88,22.630813,88.391324,2016-11-28 05:09:14,,79,Mini bus,
5195,19.050231,72.869311,34,564.0,19.207096,72.840963,2015-11-22 18:13:38,7.0,27,taxi Non ac,6.0
5196,22.582786,88.441507,18,301.62,22.61226,88.40469,2016-05-01 04:50:50,13.0,27,taxi ac,1.0
5197,12.930012,77.543614,0,327.86,12.93076,77.535316,2016-09-19 08:20:16,,41,Auto rickshaw,
5198,13.084336,77.547608,13,37.4,13.092196,77.626391,2016-04-20 10:41:52,,11,ac bus,
5199,19.190078,72.883926,20,73.33,19.083961,72.87969,2015-01-01 17:43:06,,27,Mini bus,
5200,28.58999,77.075395,37,754.17,28.597034,77.012243,2015-04-10 09:23:50,17.0,2,taxi non Ac,18.0
5201,19.016545,72.840462,22,78.67,19.133977,72.849247,2015-02-12 04:05:24,,32,mini Bus,
5202,13.195682,80.210213,37,31.43,12.912599,80.146656,2015-03-13 14:34:37,,70,Metro,
5203,12.940834,80.160088,26,26.04,13.159111,80.134187,2016-01-10 09:03:54,,20,bus,
5204,22.734636,88.440416,27,33.5,22.670536,88.402423,2015-08-14 22:57:06,,15,Bus,
5205,22.454007,88.425497,45,42.5,22.722162,88.386979,2015-05-11 10:27:55,,29,metro,
5206,28.743039,77.12796,38,814.3,28.72305,77.107246,2016-09-04 07:22:42,,55,auto rickshaw,
5207,19.011199,72.853455,22,78.67,19.081484,72.8491,2016-11-11 02:19:01,,42,Mini Bus,
5208,13.019426,77.534252,39,50.29,12.933183,77.606999,2015-12-27 03:43:09,,29,Mini bus,
5209,19.2235,72.883427,48,60.0,19.055865,72.880189,2015-01-19 04:18:47,,17,Metro,
5210,25.318894,82.97655,49,70.94,25.367374,82.966514,2015-11-16 06:18:40,,9,mini bus,
5211,28.726716,77.014168,42,74.21,28.597806,77.204322,2016-02-11 15:51:39,,58,Ac Bus,
5212,12.963392,77.559,44,484.5,12.862705,77.490617,2015-05-02 16:59:57,29.0,71,taxi Non Ac,16.0
5213,13.055929,77.51032,46,34.74,12.88794,77.644952,2016-12-06 23:20:13,,33,mini bus,
5214,28.618796,77.035587,18,63.33,28.611209,77.010426,2016-04-05 12:50:25,,18,bus,
5215,22.531662,88.375123,46,781.44,22.735193,88.400807,2016-11-05 06:34:55,13.0,73,Taxi AC,10.0
5216,28.580815,76.966833,26,621.5,28.574367,77.106386,2015-10-03 07:13:06,4.0,40,Taxi non ac,17.0
5217,13.182232,80.149414,32,43.41,13.041699,80.198211,2016-10-14 04:13:04,,33,Ac Bus,
5218,28.680456,77.109132,28,51.58,28.737166,77.002371,2015-12-11 01:29:54,,34,metro,
5219,28.746309,77.199509,22,98.33,28.758583,77.218,2015-12-18 00:29:00,,5,Mini Bus,
5220,22.54908,88.390078,40,63.33,22.631815,88.41261,2015-02-21 13:58:35,,58,ac bus,
5221,22.701265,88.407056,41,29.58,22.577845,88.431594,2016-06-06 07:36:11,,9,Bus,
5222,19.017619,72.846073,27,60.76,19.229876,72.848743,2015-05-02 16:08:56,,45,Mini bus,
5223,25.386517,82.976913,22,551.0,25.307909,83.023756,2016-05-21 15:18:47,14.0,17,taxi ac,9.0
5224,12.862097,77.665634,45,601.08,13.119399,77.548269,2016-07-27 03:19:12,,14,Auto Rickshaw,
5225,28.6506,77.013922,46,68.13,28.720685,77.202433,2016-03-19 05:02:02,,35,mini Bus,
5226,22.728422,88.437208,47,47.69,22.569418,88.431823,2015-04-14 08:04:57,,60,AC Bus,
5227,22.555888,88.446496,17,253.2,22.572998,88.413737,2015-02-22 11:22:18,27.0,1,Taxi AC,16.0
5228,12.969639,77.547895,36,275.4,13.089075,77.516514,2015-12-05 19:08:08,,11,Auto Rickshaw,
5229,25.358539,83.002967,29,435.0,25.29727,83.017803,2016-07-08 16:22:09,,52,Auto Rickshaw,
5230,19.068139,72.855373,19,32.0,19.104395,72.862145,2016-08-20 23:18:53,,34,Metro,
5231,28.688331,76.972243,26,54.26,28.634398,77.114816,2016-11-23 07:20:30,,51,Bus,
5232,28.57965,76.987772,38,73.15,28.730919,77.100077,2016-10-22 08:39:02,,37,bus,
5233,12.889141,77.687791,25,23.94,13.008098,77.619854,2015-02-13 06:07:55,,0,metro,
5234,25.268799,82.990687,49,1283.36,25.337751,83.006645,2015-09-05 04:31:03,,40,Auto Rickshaw,
5235,,,31,317.05,,,2015-06-16 17:41:14,12.0,0,taxi Non ac,2.0
5236,12.943456,80.164265,29,38.27,12.879786,80.175585,2016-12-16 13:47:57,,37,mini Bus,
5237,19.017602,72.88116,22,414.33,19.055101,72.844921,2015-09-11 08:51:38,16.0,35,Taxi non ac,5.0
5238,25.373073,83.013123,37,775.83,25.267181,82.962216,2015-02-08 17:44:46,1.0,32,taxi Non Ac,14.0
5239,13.054992,77.530841,38,415.29,12.939342,77.718426,2015-05-07 06:12:51,,64,Auto rickshaw,
5240,25.280567,82.972007,10,63.33,25.31723,82.999679,2016-06-07 05:47:52,,11,Ac Bus,
5241,22.571746,88.38959,41,43.9,22.662913,88.445836,2016-06-16 20:24:14,,11,AC Bus,
5242,28.691693,77.02638,23,345.0,28.596565,77.155964,2016-07-15 09:26:32,,17,Auto Rickshaw,
5243,19.252202,72.858813,25,300.0,19.174353,72.876352,2016-05-13 14:50:18,,24,Auto rickshaw,
5244,13.187494,80.148091,45,537.6,13.059805,80.13807,2016-01-23 20:11:02,1.0,34,taxi ac,9.0
5245,19.220137,72.843125,21,320.01,19.049138,72.879038,2015-09-20 04:52:25,,22,Auto Rickshaw,
5246,28.576516,77.08448,46,72.22,28.738257,77.15711,2015-03-14 07:55:58,,90,metro,
5247,28.562467,77.1559,17,445.0,28.566199,77.076753,2016-05-08 14:25:22,10.0,22,Taxi AC,18.0
5248,22.533036,88.416825,22,59.0,22.492868,88.443188,2015-02-09 09:54:14,,5,mini Bus,
5249,25.265324,83.007581,32,90.44,25.30036,83.015037,2016-12-23 03:29:12,,39,AC Bus,
5250,12.978034,80.152223,38,48.85,12.912395,80.148613,2016-06-06 23:57:14,,23,ac bus,
5251,22.518054,88.440503,31,442.2,22.657035,88.435913,2015-09-07 05:33:01,13.0,46,Taxi non Ac,17.0
5252,19.232456,72.837938,10,50.67,19.173885,72.848448,2015-06-21 10:45:22,,3,AC Bus,
5253,12.964933,77.643018,27,38.74,13.062205,77.614232,2016-11-13 17:29:22,,20,Mini bus,
5254,13.043666,77.525405,35,480.22,13.066563,77.472491,2015-02-18 04:01:51,30.0,7,Taxi AC,12.0
5255,22.548605,88.398801,45,46.42,22.713632,88.387584,2016-02-15 17:15:49,,25,AC bus,
5256,22.545148,88.37991,40,548.35,22.489864,88.443732,2015-08-01 01:00:48,27.0,26,taxi Non ac,14.0
5257,22.604003,88.435023,43,39.19,22.579439,88.408726,2016-12-24 12:09:15,,65,mini Bus,
5258,22.690076,88.375974,36,38.36,22.529562,88.38396,2016-05-05 01:42:02,,64,metro,
5259,12.922516,80.152529,40,411.44,13.204081,80.190188,2015-10-09 07:00:06,,5,Auto Rickshaw,
5260,25.280869,82.971432,29,84.78,25.34679,82.976452,2016-04-02 16:59:22,,17,Ac Bus,
5261,13.139025,80.134321,45,32.25,13.073826,80.149257,2015-12-18 13:25:06,,9,mini Bus,
5262,19.021079,72.840181,14,25.33,19.011311,72.849245,2016-02-21 11:11:01,,24,Metro,
5263,12.917129,80.168645,47,472.4,13.016131,80.248724,2016-03-28 16:24:36,23.0,43,Taxi non ac,13.0
5264,22.606411,88.421798,34,53.5,22.576549,88.434229,2016-10-06 07:47:02,,59,mini Bus,
5265,22.626785,88.422309,21,60.0,22.638088,88.409556,2015-06-21 00:29:59,,39,Ac Bus,
5266,13.009986,80.25836,42,530.4,13.143798,80.142491,2016-07-01 14:55:04,28.0,81,taxi ac,19.0
5267,22.470897,88.428453,33,424.29,22.615531,88.41697,2016-07-02 22:34:42,,2,AUTO RICKSHAW,
5268,28.646149,77.059702,28,57.41,28.660089,77.119091,2015-07-08 16:25:47,,19,Bus,
5269,12.848118,77.483625,46,614.44,12.987403,77.716674,2016-10-08 07:05:34,,64,AUTO RICKSHAW,
5270,25.384668,82.973429,38,73.15,25.269398,82.983149,2015-06-25 07:47:54,,50,Bus,
5271,19.041107,72.865097,36,683.47,19.078128,72.854165,2016-01-15 01:05:41,23.0,69,Taxi Non AC,2.0
5272,22.716429,88.395679,42,618.6,22.72895,88.422436,2015-07-19 10:49:24,1.0,21,taxi ac,5.0
5273,28.754119,77.234639,31,56.21,28.668708,77.043168,2016-01-17 12:03:19,,5,Metro,
5274,28.65386,77.115634,22,455.83,28.588104,76.969929,2016-09-18 17:40:27,24.0,3,taxi non ac,19.0
5275,19.023251,72.869062,40,80.39,19.071632,72.843841,2015-07-19 07:35:50,,1,Mini bus,
5276,28.758459,77.102223,41,1073.83,28.738693,77.083065,2016-01-22 04:14:05,,27,Auto rickshaw,
5277,13.096524,80.210408,44,33.33,13.151048,80.226222,2016-06-28 01:21:53,,35,Metro,
5278,28.682416,76.967719,40,857.16,28.762236,77.122999,2016-04-06 02:16:37,,20,Auto rickshaw,
5279,13.00596,77.48009,33,252.45,13.036427,77.669312,2015-12-19 14:37:07,,46,auto rickshaw,
5280,19.218554,72.836418,32,711.92,19.054706,72.87113,2016-10-13 02:27:28,9.0,33,taxi ac,11.0
5281,13.081072,77.639803,8,11.05,13.040439,77.624342,2016-05-06 15:41:00,,1,Metro,
5282,25.322651,82.998577,30,60.55,25.38615,83.021135,2015-02-20 19:34:59,,49,Bus,
5283,13.056544,77.684689,49,642.6,12.885115,77.490223,2016-09-21 12:08:22,7.0,78,taxi ac,9.0
5284,25.371349,82.986156,26,79.11,25.282115,83.021233,2015-06-28 00:45:01,,43,ac bus,
5285,22.496248,88.41369,27,48.6,22.629774,88.433789,2015-07-13 21:38:14,,14,AC bus,
5286,13.081773,80.16553,17,215.52,13.143275,80.204419,2015-02-01 15:47:30,14.0,33,Taxi AC,11.0
5287,22.642138,88.397489,42,38.63,22.561773,88.377636,2015-01-22 01:50:47,,41,Mini bus,
5288,22.611272,88.43738,12,39.0,22.640363,88.447462,2016-01-12 08:03:02,,9,Mini Bus,
5289,28.766278,77.21469,29,53.12,28.594665,77.226169,2016-04-20 19:38:46,,6,metro,
5290,22.647554,88.393826,30,32.8,22.580087,88.416469,2015-11-25 00:13:14,,2,Metro,
5291,25.314463,82.974077,14,348.0,25.321656,83.019116,2016-09-23 19:47:32,25.0,8,Taxi AC,7.0
5292,12.865016,77.506231,27,379.8,12.981786,77.511918,2016-02-04 07:43:35,13.0,26,Taxi AC,6.0
5293,19.035208,72.874146,24,56.23,19.011761,72.870153,2015-07-11 14:55:24,,16,mini Bus,
5294,13.076979,77.476712,49,36.18,12.856216,77.718724,2015-10-24 19:47:23,,73,Mini Bus,
5295,12.854392,77.562003,49,654.51,13.007919,77.532208,2015-06-05 00:48:32,,48,auto rickshaw,
5296,25.26272,82.98837,19,410.0,25.386631,83.01007,2015-12-16 15:30:54,30.0,37,Taxi non Ac,2.0
5297,22.514317,88.407641,33,52.37,22.511255,88.417898,2015-02-04 20:10:40,,63,mini bus,
5298,19.158866,72.838918,22,36.0,19.167414,72.876293,2016-05-18 11:14:19,,28,Metro,
5299,22.570995,88.446973,36,58.8,22.564532,88.378881,2016-05-03 09:03:26,,9,Ac Bus,
5300,19.24376,72.875378,14,57.33,19.203789,72.860248,2015-04-23 17:03:33,,7,mini bus,
5301,28.655235,77.023861,19,40.0,28.656567,77.041077,2015-01-17 05:00:31,,26,Metro,
5302,22.605297,88.44002,32,288.0,22.540897,88.419283,2015-09-24 10:47:51,,59,Auto rickshaw,
5303,25.369855,82.969355,30,81.62,25.277854,82.979111,2015-06-22 15:45:08,,1,mini Bus,
5304,28.71452,77.133898,30,60.55,28.64183,77.136052,2015-08-12 14:23:47,,1,bus,
5305,28.717305,76.99002,9,215.42,28.770417,76.996387,2015-04-12 21:44:23,2.0,10,taxi non ac,12.0
5306,22.64811,88.380433,44,484.0,22.506579,88.451949,2015-12-25 18:07:56,,87,Auto Rickshaw,
5307,19.110058,72.872653,30,652.08,19.045853,72.88189,2016-07-23 21:43:48,24.0,21,Taxi AC,3.0
5308,13.077954,77.656243,16,192.14,13.025603,77.655169,2015-05-03 21:17:54,25.0,12,Taxi non ac,18.0
5309,13.07756,80.189655,7,70.4,13.082205,80.228493,2015-07-17 13:08:04,15.0,7,taxi non ac,4.0
5310,25.276549,82.97534,39,103.66,25.316283,82.975911,2015-06-24 20:42:10,,45,Ac Bus,
5311,25.323188,82.979705,19,387.5,25.383581,82.974017,2016-12-21 15:36:52,26.0,1,taxi non Ac,11.0
5312,19.203099,72.856818,31,561.0,19.027005,72.854323,2015-07-13 07:06:44,2.0,23,taxi Non Ac,1.0
5313,22.713231,88.44531,15,33.0,22.62246,88.418207,2015-03-15 20:24:17,,15,Bus,
5314,22.641967,88.430032,28,252.0,22.537439,88.395313,2015-06-04 10:07:09,,16,Auto Rickshaw,
5315,13.010354,77.477008,30,416.26,13.047085,77.465935,2015-10-05 23:05:07,17.0,12,taxi ac,13.0
5316,28.65796,77.026918,19,361.91,28.71992,76.960408,2016-11-01 22:57:40,,28,Auto rickshaw,
5317,22.518493,88.396216,14,31.33,22.519689,88.430775,2016-04-24 20:48:59,,10,bus,
5318,19.226818,72.838362,38,701.07,19.057429,72.879996,2015-01-18 04:23:55,1.0,34,taxi non Ac,13.0
5319,12.844221,77.604899,28,26.31,12.96457,77.716137,2016-11-19 13:54:32,,32,Metro,
5320,13.170572,80.24183,35,43.7,12.9089,80.255462,2016-11-20 22:32:04,,34,mini Bus,
5321,19.045596,72.881023,45,61.9,19.010988,72.882057,2015-03-17 06:33:04,,87,ac bus,
5322,22.451665,88.384587,23,348.0,22.520501,88.382532,2016-06-03 20:53:17,26.0,20,Taxi AC,11.0
5323,25.290233,83.015846,42,1179.2,,,2016-12-02 03:11:11,2.0,55,taxi ac,12.0
5324,22.451681,88.415483,47,32.74,22.689537,88.426488,2016-06-08 06:47:55,,46,Bus,
5325,12.850294,77.560373,41,33.29,12.892123,77.463674,2015-02-22 16:26:09,,6,Metro,
5326,13.070165,80.198281,20,252.96,13.166902,80.203916,2016-08-27 10:23:05,21.0,33,taxi ac,17.0
5327,28.710178,77.111185,20,521.0,28.619316,77.08757,2016-06-21 15:45:28,20.0,30,taxi ac,14.0
5328,25.363177,83.002023,27,653.0,25.328198,82.974828,2016-03-16 10:57:25,10.0,5,Taxi AC,3.0
5329,22.620132,88.420259,28,34.44,22.533371,88.448871,2015-10-26 11:41:22,,51,bus,
5330,19.230217,72.855338,20,33.33,19.064379,72.873522,2016-02-26 13:06:35,,18,metro,
5331,22.486653,88.445971,32,38.22,22.721963,88.385814,2016-07-04 10:06:40,,11,Bus,
5332,19.192771,72.867526,34,53.48,19.019078,72.857351,2015-08-12 07:00:19,,29,Bus,
5333,13.103816,77.665847,42,32.83,13.071732,77.657885,2015-08-22 11:35:04,,66,Mini bus,
5334,19.231287,72.873286,41,52.22,19.036146,72.836211,2016-11-04 00:40:19,,58,metro,
5335,12.84676,77.673059,43,33.31,13.078601,77.679443,2016-12-18 04:27:13,,71,Mini Bus,
5336,28.760515,77.088963,43,1208.9,28.566583,77.063936,2016-11-08 04:45:18,24.0,55,Taxi AC,15.0
5337,13.057516,77.61231,17,18.7,12.989103,77.606902,2016-06-13 23:18:04,,13,metro,
5338,25.366138,83.015631,18,461.0,25.293221,82.965795,2015-04-25 12:38:01,28.0,26,Taxi AC,6.0
5339,19.146455,72.845885,15,44.0,19.074865,72.881794,2015-12-27 07:07:09,,5,bus,
5340,28.756656,76.978571,44,76.32,28.560553,77.123919,2016-10-03 18:35:28,,14,ac bus,
5341,28.688704,77.053532,40,70.11,28.770011,76.984446,2016-08-27 19:54:49,,68,metro,
5342,22.460137,88.425281,33,35.58,22.73164,88.432101,2015-01-22 08:59:38,,27,metro,
5343,22.61208,88.40709,43,40.83,22.636439,88.396117,2016-07-16 07:19:13,,15,metro,
5344,19.186619,72.867037,45,772.0,19.071781,72.882616,2015-01-26 18:55:10,5.0,74,taxi Non ac,7.0
5345,19.060238,72.843512,35,643.13,19.197181,72.842476,2016-01-16 08:27:23,29.0,33,taxi non ac,7.0
5346,22.553447,88.389606,41,43.9,22.734393,88.387614,2015-10-25 13:22:09,,27,ac bus,
5347,19.250047,72.859001,28,488.0,19.082151,72.865161,2015-08-26 18:17:14,9.0,48,Taxi Non AC,15.0
5348,12.953959,80.245993,28,37.36,13.111022,80.196372,2016-04-25 16:42:24,,8,mini Bus,
5349,28.715696,77.113019,31,766.0,28.757,77.225178,2016-06-25 18:54:33,3.0,22,taxi ac,3.0
5350,28.668166,77.000656,18,63.33,28.610265,77.015831,2015-03-24 11:49:09,,23,Bus,
5351,12.999683,77.554371,37,469.2,13.054983,77.696252,2015-09-08 14:23:02,11.0,21,taxi ac,14.0
5352,12.935706,77.614165,37,48.36,13.065735,77.565344,2015-06-24 22:27:56,,6,mini Bus,
5353,22.687874,88.39134,40,63.33,22.703008,88.434742,2015-02-23 14:17:52,,16,AC bus,
5354,13.064011,77.562072,32,329.8,13.079632,77.675883,2016-12-07 14:07:03,27.0,10,Taxi non ac,1.0
5355,25.320598,83.004721,29,621.44,25.271247,83.005994,2015-09-10 04:40:54,,6,AUTO RICKSHAW,
5356,13.001594,80.176865,36,370.29,13.052248,80.207178,2015-10-24 21:09:41,,19,AUTO RICKSHAW,
5357,25.31716,82.971065,42,869.17,25.279679,82.971456,2016-04-27 13:49:55,7.0,37,taxi non ac,1.0
5358,12.968053,77.635095,36,32.61,13.051592,77.568831,2015-01-13 23:23:11,,13,metro,
5359,22.530606,88.399132,30,32.8,22.544454,88.43009,2015-05-21 21:53:36,,41,Metro,
5360,28.604712,77.010095,9,55.0,28.642138,77.056888,2016-05-27 16:10:23,,3,mini Bus,
5361,13.072593,77.583391,32,29.46,12.855488,77.472253,2015-11-20 11:27:06,,53,metro,
5362,13.13688,80.200273,39,401.15,12.897333,80.136883,2016-03-28 07:22:10,,16,Auto Rickshaw,
5363,28.650033,77.053612,49,81.58,28.643165,77.044668,2015-04-03 03:02:11,,92,ac bus,
5364,25.35794,82.988343,26,748.0,25.3783,83.007921,2015-01-03 06:19:58,13.0,45,Taxi AC,14.0
5365,25.332911,82.982796,19,66.11,25.26817,83.002529,2015-04-16 12:05:00,,19,Bus,
5366,28.737311,77.018474,33,92.33,28.674986,76.999408,2015-09-15 08:25:04,,7,AC bus,
5367,19.165312,72.873037,23,35.09,19.194315,72.848862,2015-02-28 20:22:11,,25,Metro,
5368,25.267548,82.966435,36,779.17,25.379071,82.975401,2016-05-03 17:44:35,19.0,68,Taxi Non AC,6.0
5369,25.340128,82.972049,20,96.67,25.263063,83.016517,2015-12-12 11:38:24,,27,ac bus,
5370,13.111902,77.661516,22,289.68,13.128608,77.551841,2016-06-20 11:04:12,1.0,39,taxi ac,4.0
5371,12.92338,80.234812,35,462.0,13.134398,80.177704,2015-04-21 01:26:30,28.0,20,Taxi AC,18.0
5372,28.762769,77.230231,16,57.78,28.725913,77.190202,2015-08-15 23:42:59,,3,bus,
5373,28.610663,77.139494,44,51.93,28.691444,77.151146,2016-02-26 02:41:05,,15,Bus,
5374,12.899291,80.212054,37,34.35,13.088316,80.228405,2015-10-12 08:17:20,,60,Bus,
5375,12.850632,77.599927,21,36.55,12.900484,77.693512,2015-03-20 23:59:26,,31,Bus,
5376,22.670002,88.434976,26,315.5,22.612083,88.395414,2016-02-09 14:51:54,2.0,9,taxi non ac,1.0
5377,22.666937,88.448589,47,47.69,22.719584,88.389964,2016-09-15 11:38:38,,3,ac bus,
5378,28.747984,77.164494,41,65.28,28.59704,77.215778,2015-03-27 10:13:43,,15,metro,
5379,19.047229,72.840138,39,78.88,19.120467,72.853853,2015-08-08 08:45:38,,58,mini Bus,
5380,12.892623,77.557172,25,191.25,12.903502,77.689294,2015-08-11 16:55:22,,24,AUTO RICKSHAW,
5381,19.253648,72.863889,32,384.0,19.038797,72.869031,2015-03-13 15:56:37,,3,Auto rickshaw,
5382,19.058384,72.872028,35,754.16,19.097156,72.872053,2016-04-27 00:23:15,26.0,17,taxi ac,3.0
5383,28.704382,77.200274,29,621.44,28.587902,77.096448,2015-12-20 00:14:43,,22,Auto Rickshaw,
5384,28.588805,77.186338,39,98.6,28.675016,77.201831,2016-05-07 07:21:32,,66,mini bus,
5385,28.577027,76.966732,35,838.75,28.761769,77.201546,2016-08-04 00:29:40,13.0,62,Taxi non Ac,16.0
5386,28.6058,77.16055,47,54.56,28.622231,76.968795,2015-08-19 07:15:12,,15,bus,
5387,19.246261,72.838948,14,322.08,19.217996,72.863615,2015-10-07 04:33:24,14.0,18,Taxi AC,15.0
5388,13.036239,80.187361,30,388.61,13.142613,80.217629,2016-04-28 03:41:57,15.0,1,Taxi AC,18.0
5389,19.062214,72.863682,31,697.84,19.200256,72.879492,2015-09-02 02:28:26,16.0,42,Taxi AC,10.0
5390,25.266728,82.995925,23,73.44,25.305143,82.996634,2015-04-23 04:57:48,,22,AC bus,
5391,22.703961,88.400698,27,30.02,22.581384,88.377574,2015-11-11 08:20:30,,52,metro,
5392,25.302291,83.023593,28,82.89,25.310965,82.99778,2015-09-05 19:10:51,,11,ac bus,
5393,28.599189,77.011521,38,73.15,28.720164,77.221971,2016-12-26 03:11:15,,11,bus,
5394,12.959173,77.558501,25,273.22,12.937897,77.584044,2015-05-21 03:19:37,,43,Auto rickshaw,
5395,13.081751,77.527548,36,47.4,12.907994,77.6823,2015-06-20 21:56:58,,60,mini bus,
5396,28.590694,77.029975,25,52.68,28.57663,77.121587,2015-03-22 05:08:16,,24,bus,
5397,13.075854,80.161921,28,27.55,12.96065,80.231768,2015-01-04 05:21:05,,27,Bus,
5398,13.055373,77.492663,28,26.31,13.001486,77.611473,2016-10-03 18:10:32,,21,Metro,
5399,19.126027,72.850187,17,65.33,19.16173,72.875324,2016-04-17 05:54:00,,22,Mini Bus,
5400,12.926176,77.623665,31,329.8,12.863895,77.62733,2016-09-25 16:51:22,21.0,34,Taxi Non AC,1.0
5401,12.886193,80.171675,27,36.46,13.037184,80.156612,2016-06-17 12:18:30,,8,mini Bus,
5402,28.735801,77.050724,18,454.0,28.676898,77.204552,2015-02-06 12:54:37,2.0,25,taxi ac,0.0
5403,28.728786,77.123807,46,1204.79,28.675943,77.042171,2015-02-10 01:21:52,,17,auto rickshaw,
5404,22.720876,88.391047,41,644.3,22.58368,88.424247,2016-09-21 06:53:10,,72,auto rickshaw,
