,FARE
4714,378.4
4715,56.9
4716,52.68
4717,175.56
4718,36.0
4719,696.67
4720,31.33
4721,570.4
4722,22.38
4723,1107.0
4724,69.33
4725,72.0
4726,121.6
4727,61.56
4728,93.33
4729,176.0
4730,447.27
4731,24.53
4732,450.5
4733,518.32
4734,22.4
4735,28.31
4736,47.84
4737,65.31
4738,85.39
4739,422.4
4740,545.83
4741,122.4
4742,481.8
4743,26.0
4744,38.42
4745,48.42
4746,838.11
4747,267.43
4748,235.84
4749,73.33
4750,46.44
4751,97.24
4752,37.56
4753,645.33
4754,17.07
4755,26.24
4756,205.48
4757,44.0
4758,214.2
4759,46.4
4760,289.34
4761,250.92
4762,468.05
4763,57.41
4764,78.67
4765,55.55
4766,166.4
4767,527.34
4768,60.76
4769,76.67
4770,39.56
4771,62.5
4772,45.05
4773,68.4
4774,802.08
4775,40.88
4776,1073.83
4777,60.76
4778,674.88
4779,20.0
4780,38.22
4781,43.89
4782,62.39
4783,32.78
4784,73.15
4785,52.22
4786,412.5
4787,37.33
4788,70.29
4789,1081.0
4790,396.0
4791,36.0
4792,405.02
4793,61.56
4794,374.0
4795,68.89
4796,83.33
4797,298.29
4798,68.42
4799,254.67
4800,540.0
4801,1043.68
4802,38.92
4803,63.78
4804,228.8
4805,514.3
4806,50.1
4807,420.75
4808,475.8
4809,59.37
4810,473.0
4811,70.0
4812,70.0
4813,23.15
4814,42.51
4815,29.07
4816,442.2
4817,160.0
4818,28.46
4819,40.35
4820,38.33
4821,668.8
4822,385.69
4823,46.33
4824,526.67
4825,32.67
4826,35.85
4827,47.95
4828,25.14
4829,412.5
4830,501.0
4831,35.33
4832,922.17
4833,259.2
4834,335.24
4835,747.2
4836,665.28
4837,206.64
4838,45.0
4839,623.33
4840,49.7
4841,1230.98
4842,40.35
4843,33.31
4844,453.2
4845,627.8
4846,456.88
4847,454.3
4848,627.8
4849,58.0
4850,50.96
4851,52.22
4852,42.5
4853,455.2
4854,60.0
4855,75.38
4856,50.96
4857,46.7
4858,63.89
4859,32.83
4860,565.73
4861,252.0
4862,39.19
4863,988.33
4864,25.77
4865,47.05
4866,32.58
4867,86.67
4868,44.2
4869,399.84
4870,553.92
4871,61.07
4872,88.33
4873,41.89
4874,252.5
4875,55.0
4876,74.07
4877,54.0
4878,30.08
4879,513.6
4880,753.0
4881,429.33
4882,540.0
4883,181.6
4884,45.47
4885,83.5
4886,41.44
4887,35.39
4888,316.93
4889,1017.5
4890,822.8
4891,372.86
4892,40.83
4893,85.0
4894,35.42
4895,43.73
4896,35.39
4897,39.44
4898,80.0
4899,728.59
4900,25.5
4901,69.82
4902,21.05
4903,436.9
4904,71.67
4905,35.22
4906,160.0
4907,198.0
4908,36.94
4909,555.0
4910,257.4
4911,68.42
4912,31.87
4913,19.55
4914,651.44
4915,85.0
4916,323.52
4917,173.4
4918,461.0
4919,73.15
4920,176.0
4921,43.31
4922,87.28
4923,363.0
4924,85.0
4925,30.58
4926,626.64
4927,744.33
4928,214.2
4929,472.18
4930,19.2
4931,46.67
4932,267.75
4933,71.33
4934,36.81
4935,220.83
4936,32.25
4937,25.0
4938,342.0
4939,51.5
4940,51.93
4941,40.03
4942,298.32
4943,42.18
4944,25.77
4945,198.1
4946,259.46
4947,184.11
4948,547.65
4949,43.86
4950,36.13
4951,496.8
4952,312.0
4953,819.28
4954,275.83
4955,68.42
4956,48.68
4957,44.8
4958,565.49
4959,34.0
4960,388.03
4961,23.24
4962,358.16
4963,420.0
4964,514.17
4965,54.72
4966,26.24
4967,45.52
4968,24.73
4969,48.6
4970,20.4
4971,26.87
4972,77.22
4973,272.85
4974,53.62
4975,81.0
4976,410.55
4977,63.33
4978,57.41
4979,898.7
4980,804.0
4981,45.52
4982,38.27
4983,51.15
4984,1011.08
4985,415.83
4986,857.0
4987,57.67
4988,629.2
4989,720.5
4990,287.76
4991,48.85
4992,61.67
4993,12.75
4994,79.73
4995,47.0
4996,64.0
4997,36.16
4998,626.0
4999,38.36
5000,772.2
5001,63.44
5002,474.5
5003,30.08
5004,464.67
5005,91.05
5006,40.99
5007,92.94
5008,51.5
5009,349.72
5010,71.57
5011,21.25
5012,430.1
5013,25.5
5014,35.33
5015,41.44
5016,38.03
5017,31.68
5018,27.38
5019,1166.0
5020,963.83
5021,13.33
5022,33.29
5023,491.13
5024,49.25
5025,42.15
5026,42.24
5027,49.54
5028,25.29
5029,407.4
5030,81.0
5031,88.55
5032,53.13
5033,41.05
5034,21.05
5035,43.7
5036,71.67
5037,48.6
5038,931.2
5039,445.72
5040,649.0
5041,430.1
5042,36.5
5043,34.11
5044,35.58
5045,217.14
5046,280.0
5047,300.96
5048,927.5
5049,35.0
5050,45.6
5051,370.29
5052,61.07
5053,39.38
5054,56.0
5055,36.16
5056,722.87
5057,62.27
5058,59.93
5059,34.71
5060,57.26
5061,346.5
5062,527.0
5063,465.0
5064,71.33
5065,687.87
5066,43.89
5067,57.0
5068,77.84
5069,103.33
5070,84.78
5071,45.16
5072,187.2
5073,21.33
5074,525.1
5075,90.44
5076,1145.0
5077,37.5
5078,51.11
5079,86.67
5080,37.97
5081,247.72
5082,900.97
5083,43.89
5084,343.4
5085,65.29
5086,390.0
5087,277.23
5088,296.34
5089,440.0
5090,33.6
5091,300.85
5092,43.7
5093,34.27
5094,693.0
5095,73.16
5096,23.0
5097,42.27
5098,645.33
5099,121.8
5100,35.12
5101,33.29
5102,194.29
5103,98.33
5104,515.2
5105,62.27
5106,45.9
5107,64.38
5108,44.2
5109,42.0
5110,53.33
5111,45.47
5112,78.67
5113,42.0
5114,368.8
5115,34.18
5116,244.8
5117,146.67
5118,213.33
5119,408.14
5120,54.74
5121,62.5
5122,395.0
5123,263.33
5124,76.89
5125,38.74
5126,545.0
5127,96.71
5128,49.0
5129,50.94
5130,1125.0
5131,57.76
5132,850.96
5133,223.74
5134,368.72
5135,669.6
5136,497.25
5137,361.6
5138,658.4
5139,527.81
5140,480.0
5141,74.21
5142,38.36
5143,206.55
5144,76.32
5145,1056.0
5146,78.4
5147,708.58
5148,456.45
5149,25.59
5150,337.33
5151,43.33
5152,317.9
5153,50.0
5154,73.44
5155,38.06
5156,375.0
5157,50.75
5158,27.09
5159,363.8
5160,32.21
5161,894.17
5162,304.77
5163,1044.0
5164,51.15
5165,668.15
5166,77.33
5167,456.0
5168,36.51
5169,540.5
5170,34.65
5171,28.0
5172,480.0
5173,462.87
5174,55.4
5175,24.0
5176,22.0
5177,21.07
5178,32.35
5179,393.36
5180,32.74
5181,632.5
5182,22.0
5183,357.0
5184,75.0
5185,46.13
5186,62.5
5187,789.07
5188,304.4
5189,44.97
5190,33.33
5191,358.0
5192,254.4
5193,63.78
5194,37.36
5195,78.67
5196,89.16
5197,480.01
5198,207.24
5199,72.18
5200,73.33
5201,24.93
5202,72.0
5203,34.11
5204,451.44
5205,26.4
5206,54.72
5207,206.55
5208,411.4
5209,38.79
5210,85.0
5211,251.36
5212,243.0
5213,26.87
5214,31.33
5215,444.4
5216,535.73
5217,68.4
5218,47.84
5219,373.45
5220,56.21
5221,48.42
5222,36.77
5223,24.93
5224,40.66
5225,436.32
5226,798.6
5227,20.4
5228,43.89
5229,41.54
5230,103.33
5231,30.1
5232,66.85
5233,744.0
5234,288.0
5235,755.7
5236,492.87
5237,671.4
5238,46.67
5239,448.07
5240,435.6
5241,1183.6
5242,99.89
5243,71.57
5244,241.67
5245,63.7
5246,303.33
5247,476.26
5248,257.13
5249,27.83
5250,1026.0
5251,38.74
5252,342.67
5253,70.0
5254,49.32
5255,28.47
5256,41.26
5257,51.93
5258,640.67
5259,63.78
5260,152.38
5261,260.16
5262,35.0
5263,1073.83
5264,44.2
5265,58.03
5266,63.33
5267,34.74
5268,77.84
5269,403.92
5270,57.67
5271,399.6
5272,323.82
5273,740.0
5274,333.0
5275,662.0
5276,57.6
5277,138.16
5278,991.76
5279,507.84
5280,72.35
5281,46.42
5282,37.46
5283,39.46
5284,382.5
5285,40.03
5286,237.15
5287,76.19
5288,71.33
5289,28.46
5290,869.44
5291,650.0
5292,432.44
5293,297.0
5294,36.94
5295,544.0
5296,42.8
5297,580.8
5298,226.56
5299,42.8
5300,22.37
5301,68.89
5302,60.55
5303,15.3
5304,237.6
5305,94.83
5306,57.41
5307,82.67
5308,501.6
5309,529.58
5310,75.95
5311,461.0
5312,17.33
5313,32.67
5314,26.24
5315,96.71
5316,152.0
5317,475.2
5318,34.67
5319,25.0
5320,500.5
5321,621.46
5322,41.05
5323,739.8
5324,47.09
5325,53.62
5326,53.5
5327,41.62
5328,94.83
5329,635.07
5330,300.0
5331,517.44
5332,529.92
5333,79.48
5334,70.29
5335,800.0
5336,12.75
5337,47.0
5338,44.53
5339,273.22
5340,53.68
5341,57.78
5342,1016.4
5343,32.58
5344,544.0
5345,304.77
5346,65.28
5347,360.01
5348,472.18
5349,31.4
5350,37.5
5351,262.29
5352,12.0
5353,20.8
5354,14.4
5355,24.67
5356,204.34
5357,611.2
5358,85.0
5359,54.26
5360,58.0
5361,751.74
5362,20.0
5363,48.05
5364,244.97
5365,44.8
5366,432.5
5367,432.8
5368,788.0
5369,91.43
5370,376.34
5371,20.4
5372,73.33
5373,103.33
5374,267.43
5375,45.4
5376,34.9
5377,449.22
5378,610.5
5379,41.67
5380,246.4
5381,463.0
5382,47.04
5383,33.39
5384,64.38
5385,26.48
5386,36.33
5387,471.67
5388,474.1
5389,58.98
5390,335.28
5391,45.4
5392,620.0
5393,191.25
5394,60.8
5395,64.8
5396,55.83
5397,486.4
5398,35.39
5399,54.44
5400,47.95
5401,148.57
5402,58.98
5403,262.29
5404,306.01
5405,55.25
5406,272.58
5407,515.44
5408,43.26
5409,594.0
5410,48.33
5411,43.33
5412,32.58
5413,68.31
5414,28.53
5415,51.91
5416,415.29
5417,41.54
5418,553.71
5419,77.37
5420,543.05
5421,37.97
5422,772.8
5423,826.47
5424,34.67
5425,72.11
5426,330.44
5427,988.0
5428,101.78
5429,334.73
5430,82.67
5431,27.72
5432,49.32
5433,39.56
5434,71.57
5435,24.02
5436,470.77
5437,103.79
5438,77.33
5439,27.72
5440,54.5
5441,1154.0
5442,68.4
5443,36.94
5444,63.33
5445,46.21
5446,56.67
5447,57.74
5448,37.6
5449,338.4
5450,81.0
5451,200.0
5452,53.5
5453,532.02
5454,47.95
5455,645.33
5456,42.15
5457,397.19
5458,347.82
5459,38.0
5460,96.71
5461,74.21
5462,325.6
5463,36.33
5464,447.36
5465,675.4
5466,348.0
5467,57.78
5468,60.21
5469,70.0
5470,37.5
5471,349.22
5472,29.67
5473,46.13
5474,27.22
5475,102.86
5476,176.0
5477,630.0
5478,32.83
5479,33.73
5480,561.33
5481,531.44
5482,78.33
5483,53.0
5484,36.55
5485,568.15
5486,48.45
5487,24.93
5488,79.48
5489,257.4
5490,679.8
5491,214.2
5492,339.44
5493,534.3
5494,45.0
5495,365.2
5496,34.67
5497,565.73
5498,62.67
5499,98.0
5500,52.22
5501,43.73
5502,58.98
5503,35.33
5504,40.31
5505,51.2
5506,57.78
5507,102.0
5508,37.64
5509,24.73
5510,38.4
5511,48.49
5512,430.76
5513,37.85
5514,654.6
5515,22.95
5516,38.27
5517,275.55
5518,59.3
5519,338.8
5520,484.0
5521,51.91
5522,36.5
5523,443.3
5524,47.95
5525,277.86
5526,481.36
5527,388.4
5528,69.82
5529,86.67
5530,390.28
5531,859.06
5532,1166.0
5533,233.2
5534,46.44
5535,855.07
5536,49.0
5537,46.13
5538,621.44
5539,54.56
5540,415.65
5541,57.41
5542,17.85
5543,52.37
5544,18.67
5545,448.25
5546,54.26
5547,534.6
5548,355.3
5549,41.44
5550,17.0
5551,40.11
5552,369.6
5553,36.33
5554,627.8
5555,60.76
5556,305.57
5557,429.0
5558,78.42
5559,933.0
5560,24.53
5561,49.7
5562,957.0
5563,38.27
5564,38.33
5565,31.88
5566,36.24
5567,55.4
5568,28.53
5569,49.98
5570,32.35
5571,18.4
5572,470.83
5573,117.33
5574,55.4
5575,35.09
5576,417.12
5577,68.31
5578,70.29
5579,780.67
5580,75.38
5581,50.17
5582,32.0
5583,32.21
5584,43.26
5585,879.2
5586,333.96
5587,30.4
5588,49.33
5589,617.16
5590,528.0
5591,81.0
5592,780.83
5593,62.13
5594,317.17
5595,38.22
5596,490.3
5597,386.1
5598,630.67
5599,100.0
5600,745.33
5601,270.22
5602,42.4
5603,56.0
5604,201.33
5605,428.58
5606,99.89
5607,25.33
5608,650.65
5609,71.57
5610,52.25
5611,975.33
5612,72.22
5613,331.1
5614,74.45
5615,43.73
5616,1152.4
5617,48.0
5618,108.24
5619,32.8
5620,54.5
5621,258.5
5622,48.97
5623,26.87
5624,32.21
5625,52.38
5626,452.1
5627,323.0
5628,16.8
5629,52.22
5630,43.26
5631,55.0
5632,76.67
5633,224.4
5634,76.67
5635,57.69
5636,66.67
5637,75.38
5638,741.67
5639,66.11
5640,258.4
5641,61.07
5642,800.0
5643,52.38
5644,27.83
5645,85.0
5646,186.67
5647,65.0
5648,76.89
5649,1204.79
5650,861.67
5651,612.87
5652,46.67
5653,495.0
5654,54.26
5655,328.95
5656,776.67
5657,33.31
5658,52.22
5659,1070.3
5660,244.8
5661,44.32
5662,908.0
5663,21.05
5664,40.69
5665,57.26
5666,47.05
5667,127.0
5668,396.0
5669,437.4
5670,26.48
5671,450.45
5672,24.93
5673,63.94
5674,96.11
5675,455.52
5676,52.81
5677,96.11
5678,217.15
5679,470.12
5680,27.22
5681,57.78
5682,31.87
5683,40.14
5684,735.0
5685,16.15
5686,53.68
5687,204.6
5688,738.59
5689,13.0
5690,36.0
5691,65.28
5692,11.2
5693,30.69
5694,35.22
5695,35.55
5696,35.39
5697,649.44
5698,30.88
5699,73.44
5700,63.33
5701,32.09
5702,469.2
5703,71.05
5704,792.92
5705,24.25
5706,47.95
5707,709.0
5708,141.5
5709,29.28
5710,429.0
5711,373.44
5712,59.37
5713,31.03
5714,930.0
5715,1197.9
5716,90.0
5717,1346.4
5718,345.0
5719,1230.98
5720,34.74
5721,24.5
5722,109.2
5723,37.56
5724,342.72
5725,665.13
5726,78.42
5727,69.44
5728,32.83
5729,33.6
5730,345.0
5731,28.44
5732,70.83
5733,803.33
5734,266.4
5735,68.31
5736,295.08
5737,40.99
5738,560.83
5739,315.0
5740,53.13
5741,374.0
5742,38.33
5743,22.0
5744,31.87
5745,43.41
5746,48.36
5747,705.76
5748,1334.3
5749,304.77
5750,32.09
5751,31.16
5752,561.67
5753,383.35
5754,228.58
5755,58.8
5756,96.71
5757,43.7
5758,579.17
5759,51.67
5760,498.67
5761,34.35
5762,70.67
5763,1066.56
5764,577.5
5765,36.67
5766,958.1
5767,214.2
5768,52.37
5769,38.92
5770,96.11
5771,34.65
5772,52.38
5773,165.6
5774,53.48
5775,22.95
5776,26.98
5777,832.33
5778,31.03
5779,52.81
5780,923.12
5781,92.33
5782,384.0
5783,51.5
5784,805.2
5785,244.0
5786,34.71
5787,348.0
5788,49.25
5789,31.4
5790,485.65
5791,240.0
5792,495.13
5793,62.39
5794,489.94
5795,29.82
5796,547.65
5797,473.6
5798,47.95
5799,68.13
5800,471.35
5801,40.21
5802,56.0
5803,29.55
5804,76.89
5805,612.87
5806,46.44
5807,83.33
5808,66.8
5809,255.42
5810,24.69
5811,29.95
5812,69.33
5813,54.56
5814,39.17
5815,451.5
5816,24.5
5817,201.6
5818,325.97
5819,62.13
5820,305.6
5821,38.33
5822,87.28
5823,79.11
5824,462.36
5825,33.73
5826,41.33
5827,393.6
5828,47.0
5829,387.02
5830,428.67
5831,28.46
5832,170.94
5833,780.56
5834,24.69
5835,30.88
5836,37.36
5837,43.33
5838,269.13
5839,51.11
5840,280.5
5841,373.57
5842,814.3
5843,346.72
5844,410.5
5845,35.55
5846,480.0
5847,406.2
5848,213.33
5849,51.93
5850,685.73
5851,28.31
5852,636.0
5853,39.7
5854,29.46
5855,45.0
5856,82.89
5857,32.3
5858,41.62
5859,505.75
5860,27.72
5861,45.4
5862,20.0
5863,27.88
5864,63.44
5865,319.0
5866,449.33
5867,92.33
5868,29.05
5869,35.62
5870,46.21
5871,750.2
5872,29.28
5873,251.36
5874,290.58
5875,509.0
5876,384.0
5877,321.44
5878,62.27
5879,732.0
5880,66.67
5881,75.33
5882,101.78
5883,880.02
5884,454.08
5885,58.52
5886,35.0
5887,64.38
5888,28.0
5889,272.4
5890,57.69
5891,737.0
5892,1062.42
5893,1260.6
5894,463.83
5895,65.33
5896,44.2
5897,102.0
5898,43.89
5899,45.92
5900,337.48
5901,445.72
5902,535.73
5903,20.0
5904,39.17
5905,707.16
5906,56.66
5907,687.5
5908,30.95
5909,209.53
5910,54.56
5911,436.05
5912,77.22
5913,1047.64
5914,126.29
5915,852.5
5916,1142.0
5917,33.31
5918,37.3
5919,52.0
5920,295.8
5921,593.27
5922,43.7
5923,27.72
5924,752.4
5925,29.21
5926,29.07
5927,68.42
5928,51.11
5929,32.0
5930,63.7
5931,40.99
5932,534.05
5933,93.5
5934,623.04
5935,260.7
5936,389.5
5937,68.4
5938,71.57
5939,23.24
5940,887.5
5941,420.0
5942,421.3
5943,21.25
5944,910.0
5945,37.28
5946,39.46
5947,87.28
5948,1307.9
5949,50.17
5950,33.0
5951,1060.4
5952,38.0
5953,1027.58
5954,12.0
5955,28.53
5956,36.32
5957,555.6
5958,88.0
5959,899.36
5960,779.9
5961,108.8
5962,51.91
5963,40.11
5964,58.53
5965,424.29
5966,65.31
5967,34.18
5968,37.5
5969,247.62
5970,46.67
5971,78.4
5972,39.79
5973,23.94
5974,41.11
5975,453.6
5976,52.37
5977,74.8
5978,423.87
5979,32.84
5980,426.5
5981,799.04
5982,531.44
5983,39.56
5984,45.79
5985,26.24
5986,31.03
5987,31.8
5988,34.65
5989,71.05
5990,719.4
5991,37.43
5992,490.16
5993,50.1
5994,37.0
5995,76.89
5996,45.4
5997,339.68
5998,26.67
5999,718.96
6000,648.33
6001,647.5
6002,860.0
6003,454.2
6004,402.05
6005,60.27
6006,37.3
6007,523.33
6008,71.57
6009,291.6
6010,928.0
6011,75.95
6012,775.0
6013,474.14
6014,29.95
6015,38.79
6016,33.29
6017,905.6
6018,671.0
6019,306.0
6020,460.0
6021,29.6
6022,289.53
6023,252.45
6024,56.9
6025,32.78
6026,29.07
6027,50.0
6028,435.0
6029,41.44
6030,27.73
6031,148.72
6032,349.72
6033,28.44
6034,238.0
6035,272.8
6036,30.69
6037,678.4
6038,29.82
6039,39.1
6040,75.26
6041,35.11
6042,38.15
6043,24.93
6044,36.33
6045,21.33
6046,27.24
6047,51.11
6048,78.4
6049,842.6
6050,32.67
6051,525.36
6052,275.4
6053,47.09
6054,411.4
6055,244.8
6056,22.82
6057,34.85
6058,53.33
6059,452.07
6060,444.84
6061,411.44
6062,34.67
6063,31.33
6064,52.68
6065,58.03
6066,486.2
6067,42.27
6068,50.67
6069,36.81
6070,17.0
6071,326.33
6072,497.5
6073,373.92
6074,20.4
6075,494.56
6076,68.42
6077,24.25
6078,465.0
6079,37.5
6080,54.74
6081,213.33
6082,45.79
6083,36.24
6084,34.35
6085,45.92
6086,254.17
6087,59.93
6088,68.31
6089,713.6
6090,29.58
6091,36.33
6092,54.26
6093,18.4
6094,332.16
6095,768.24
6096,31.03
6097,63.44
6098,584.17
6099,58.8
6100,56.0
6101,88.33
6102,45.2
6103,290.0
6104,68.0
6105,77.37
6106,707.16
6107,29.82
6108,51.93
6109,37.5
6110,458.04
6111,85.8
6112,443.67
6113,58.98
6114,49.3
6115,253.44
6116,48.42
6117,475.72
6118,29.21
6119,539.03
6120,333.0
6121,283.5
6122,1228.7
6123,57.0
6124,340.68
6125,642.87
6126,53.12
6127,32.83
6128,41.62
6129,168.0
6130,63.78
6131,28.46
6132,411.4
6133,982.5
6134,61.67
6135,462.87
6136,1096.7
6137,88.33
6138,685.73
6139,456.67
6140,606.83
6141,408.67
6142,30.0
6143,50.1
6144,871.2
6145,347.15
6146,34.67
6147,71.67
6148,565.73
6149,34.0
6150,336.6
6151,481.44
6152,20.4
6153,279.0
6154,565.73
6155,96.11
6156,90.44
6157,251.67
6158,320.01
6159,614.44
6160,146.2
6161,448.25
6162,644.3
6163,1179.0
6164,45.47
6165,34.89
6166,278.5
6167,65.28
6168,535.33
6169,43.33
6170,42.0
6171,41.33
6172,179.52
6173,479.42
6174,48.0
6175,30.67
6176,62.74
6177,296.4
6178,420.0
6179,48.49
6180,21.0
6181,194.29
6182,51.11
6183,56.0
6184,333.7
6185,75.26
6186,17.0
6187,435.0
6188,342.0
6189,51.23
6190,27.72
6191,46.67
6192,516.56
6193,49.3
6194,28.05
6195,657.8
6196,37.33
6197,215.95
6198,623.83
6199,26.24
6200,342.55
6201,548.0
6202,400.22
6203,28.47
6204,35.09
6205,710.0
6206,22.95
6207,404.8
6208,170.67
6209,35.11
6210,41.6
6211,73.44
6212,590.83
6213,33.79
6214,377.5
6215,771.44
6216,47.05
6217,22.82
6218,41.6
6219,41.26
6220,360.01
6221,368.4
6222,31.82
6223,283.05
6224,99.89
6225,44.2
6226,308.58
6227,51.91
6228,42.5
6229,35.0
6230,72.18
6231,371.58
6232,113.05
6233,39.46
6234,168.0
6235,26.87
6236,263.04
6237,74.21
6238,80.0
6239,213.34
6240,37.0
6241,45.47
6242,40.53
6243,952.16
6244,20.0
6245,32.67
6246,191.84
6247,39.79
6248,61.05
6249,76.0
6250,30.63
6251,48.45
6252,79.91
6253,49.32
6254,32.35
6255,280.72
6256,34.89
6257,37.0
6258,47.95
6259,502.87
6260,53.48
6261,23.0
6262,372.24
6263,65.33
6264,99.89
6265,96.71
6266,53.12
6267,664.3
6268,43.26
6269,155.43
6270,72.22
6271,674.4
6272,768.0
6273,339.44
6274,79.48
6275,71.53
6276,64.0
6277,69.33
6278,43.0
6279,279.6
6280,62.5
6281,68.89
6282,317.86
6283,600.01
6284,70.0
6285,67.19
6286,39.79
6287,411.44
6288,29.55
6289,75.38
6290,253.8
6291,58.67
6292,495.0
6293,57.26
6294,561.01
6295,421.8
6296,722.0
6297,400.01
6298,45.23
6299,63.89
6300,136.75
6301,79.73
6302,10.4
6303,50.1
6304,53.75
6305,186.67
6306,541.0
6307,329.59
6308,75.33
6309,35.0
6310,38.25
6311,156.96
6312,30.69
6313,128.0
6314,423.5
6315,92.94
6316,40.8
6317,34.89
6318,66.85
6319,409.53
6320,65.29
6321,214.2
6322,28.17
6323,911.0
6324,402.8
6325,39.7
6326,293.33
6327,402.05
6328,272.0
6329,36.0
6330,54.44
6331,449.86
6332,66.11
6333,62.27
6334,55.55
6335,28.53
6336,53.12
6337,57.69
6338,306.77
6339,891.0
6340,1178.6
6341,39.56
6342,553.15
6343,746.24
6344,48.44
6345,478.72
6346,859.06
6347,35.09
6348,63.78
6349,61.56
6350,616.0
6351,942.88
6352,82.89
6353,106.67
6354,380.96
6355,987.0
6356,718.4
6357,86.67
6358,589.05
6359,26.67
6360,73.16
6361,510.0
6362,53.0
6363,45.2
6364,54.67
6365,54.63
6366,21.0
6367,68.0
6368,78.42
6369,30.4
6370,46.75
6371,244.8
6372,237.6
6373,22.53
6374,49.45
6375,44.07
6376,319.18
6377,181.67
6378,40.69
6379,923.0
6380,47.18
6381,36.33
6382,478.89
6383,96.71
6384,68.33
6385,75.26
6386,244.8
6387,42.51
6388,43.26
6389,335.52
6390,733.33
6391,32.0
6392,596.64
6393,19.56
6394,12.75
6395,470.77
6396,26.93
6397,39.44
6398,78.67
6399,51.15
6400,487.67
6401,25.0
6402,402.05
6403,283.56
6404,36.0
6405,272.8
6406,568.33
6407,345.0
6408,390.0
6409,455.83
6410,187.55
6411,49.54
6412,557.15
6413,492.25
6414,40.21
6415,252.0
6416,36.81
6417,45.2
6418,38.38
6419,40.8
6420,601.33
6421,50.67
6422,62.27
6423,40.03
6424,77.37
6425,465.85
6426,58.98
6427,87.28
6428,40.83
6429,863.33
6430,250.4
6431,102.4
6432,57.33
6433,534.3
6434,45.2
6435,673.93
6436,496.32
6437,44.17
6438,36.12
6439,48.05
6440,14.4
6441,56.21
6442,467.5
6443,29.09
6444,830.5
6445,43.7
6446,628.58
6447,42.5
6448,681.0
6449,52.0
6450,385.72
6451,49.54
6452,48.6
6453,52.38
6454,60.76
6455,389.28
6456,53.68
6457,100.0
6458,55.83
6459,77.84
6460,50.03
6461,34.35
6462,394.23
6463,522.5
6464,49.6
6465,946.0
6466,76.67
6467,859.06
6468,30.45
6469,31.0
6470,869.0
6471,57.67
6472,65.28
6473,169.4
6474,960.96
6475,35.09
6476,22.1
6477,44.61
6478,38.27
6479,1230.98
6480,46.42
6481,28.33
6482,306.24
6483,160.0
6484,81.0
6485,43.73
6486,59.37
6487,56.21
6488,39.19
6489,23.73
6490,593.47
6491,476.38
6492,495.0
6493,76.0
6494,32.8
6495,36.77
6496,48.05
6497,385.97
6498,386.76
6499,57.69
6500,39.19
6501,443.33
6502,39.17
6503,573.0
6504,300.48
6505,572.0
6506,387.6
6507,707.16
6508,48.0
6509,547.65
6510,35.0
6511,25.14
6512,95.57
6513,101.78
6514,420.75
6515,44.0
6516,29.05
6517,72.84
6518,465.0
6519,377.52
6520,52.22
6521,58.75
6522,326.92
6523,82.89
6524,432.6
6525,846.08
6526,538.0
6527,900.97
6528,762.67
6529,33.29
6530,371.8
6531,61.56
6532,59.56
6533,37.64
6534,36.33
6535,411.4
6536,26.31
6537,44.07
6538,240.9
6539,72.0
6540,35.22
6541,42.15
6542,574.37
6543,77.33
6544,349.72
6545,39.63
6546,205.53
6547,44.0
6548,196.8
6549,666.4
6550,33.79
6551,78.67
6552,420.0
6553,79.73
6554,34.67
6555,77.33
6556,37.77
6557,41.6
6558,43.73
6559,667.7
6560,37.5
6561,679.0
6562,441.32
6563,810.67
6564,75.0
6565,525.0
6566,74.67
6567,31.35
6568,36.16
6569,304.77
6570,355.0
6571,28.31
6572,239.25
6573,880.02
6574,32.0
6575,56.0
6576,707.16
6577,38.79
6578,237.15
6579,33.5
6580,30.0
6581,79.91
6582,511.28
6583,22.82
6584,47.84
6585,741.4
6586,75.86
6587,44.2
6588,40.0
6589,34.9
6590,555.95
6591,17.6
6592,46.42
6593,31.61
6594,39.18
6595,96.67
6596,23.15
6597,30.24
6598,80.0
6599,46.95
6600,373.33
6601,52.89
6602,56.21
6603,96.71
6604,667.2
6605,54.63
6606,88.33
6607,337.5
6608,33.29
6609,32.83
6610,419.06
6611,530.0
6612,323.82
6613,41.31
6614,486.2
6615,37.31
6616,242.0
6617,384.38
6618,517.0
6619,33.6
6620,53.0
6621,1014.0
6622,61.56
6623,74.07
6624,34.09
6625,80.0
6626,60.27
6627,486.82
6628,689.04
6629,399.96
6630,63.78
6631,529.1
6632,352.0
6633,14.0
6634,43.73
6635,561.0
6636,21.25
6637,34.4
6638,57.0
6639,106.86
6640,420.0
6641,47.44
6642,540.0
6643,487.51
6644,36.77
6645,41.62
6646,51.15
6647,633.42
6648,78.67
6649,31.68
6650,33.33
6651,34.61
6652,30.1
6653,229.5
6654,1299.1
6655,339.44
6656,43.86
6657,728.59
6658,59.93
6659,857.0
6660,171.43
6661,400.01
6662,28.0
6663,598.67
6664,78.4
6665,40.0
6666,1012.0
6667,334.0
6668,30.88
6669,626.27
6670,60.0
6671,568.5
6672,230.4
6673,44.61
6674,656.7
6675,35.11
6676,20.0
6677,731.0
6678,29.82
6679,37.14
6680,38.42
6681,707.16
6682,1129.7
6683,274.33
6684,40.84
6685,707.16
6686,839.3
6687,37.5
6688,24.5
6689,665.0
6690,843.33
6691,140.8
6692,43.89
6693,1329.9
6694,176.88
6695,68.31
6696,164.57
6697,80.0
6698,64.8
6699,13.33
6700,22.95
6701,70.67
6702,69.06
6703,73.44
6704,728.93
6705,39.46
6706,53.0
